1,1,0.0033222591362126247,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
127,1,0.4219269102990033,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 25 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
127,2,0.4219269102990033,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 25 kW, 0900-1200: 25 kW, 1200-1500: 100 kW, 1500-1800: 75 kW, 1800-2100: 75 kW, 2100-0000: 50 kW])
128,1,0.42524916943521596,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 25 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
128,2,0.42524916943521596,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 50 kW, 0600-0900: 75 kW, 0900-1200: 100 kW, 1200-1500: 100 kW, 1500-1800: 50 kW, 1800-2100: 100 kW, 2100-0000: 75 kW])
129,1,0.42857142857142855,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 25 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
129,2,0.42857142857142855,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 100 kW, 0900-1200: 75 kW, 1200-1500: 100 kW, 1500-1800: 100 kW, 1800-2100: 100 kW, 2100-0000: 100 kW])
130,1,0.4318936877076412,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 25 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
130,2,0.4318936877076412,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 75 kW, 0900-1200: 50 kW, 1200-1500: 50 kW, 1500-1800: 100 kW, 1800-2100: 100 kW, 2100-0000: 75 kW])
131,1,0.43521594684385384,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 25 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
131,2,0.43521594684385384,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 25 kW, 0900-1200: 50 kW, 1200-1500: 100 kW, 1500-1800: 75 kW, 1800-2100: 75 kW, 2100-0000: 75 kW])
132,1,0.43853820598006643,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 25 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
132,2,0.43853820598006643,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 75 kW, 0900-1200: 100 kW, 1200-1500: 100 kW, 1500-1800: 75 kW, 1800-2100: 50 kW, 2100-0000: 50 kW])
133,1,0.4418604651162791,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 25 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
133,2,0.4418604651162791,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 100 kW, 0900-1200: 100 kW, 1200-1500: 100 kW, 1500-1800: 25 kW, 1800-2100: 100 kW, 2100-0000: 100 kW])
134,1,0.44518272425249167,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 25 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 25 kW])
134,2,0.44518272425249167,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 50 kW, 0900-1200: 100 kW, 1200-1500: 75 kW, 1500-1800: 75 kW, 1800-2100: 100 kW, 2100-0000: 50 kW])
135,1,0.4485049833887043,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 25 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 25 kW])
135,2,0.4485049833887043,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 25 kW, 0900-1200: 100 kW, 1200-1500: 100 kW, 1500-1800: 75 kW, 1800-2100: 100 kW, 2100-0000: 25 kW])
136,1,0.45182724252491696,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 25 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 25 kW])
136,2,0.45182724252491696,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 50 kW, 0600-0900: 75 kW, 0900-1200: 100 kW, 1200-1500: 100 kW, 1500-1800: 50 kW, 1800-2100: 75 kW, 2100-0000: 100 kW])
137,1,0.45514950166112955,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 25 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 25 kW])
137,2,0.45514950166112955,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 50 kW, 0600-0900: 75 kW, 0900-1200: 100 kW, 1200-1500: 100 kW, 1500-1800: 50 kW, 1800-2100: 100 kW, 2100-0000: 75 kW])
138,1,0.4584717607973422,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 25 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 25 kW])
138,2,0.4584717607973422,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 75 kW, 0900-1200: 100 kW, 1200-1500: 75 kW, 1500-1800: 50 kW, 1800-2100: 100 kW, 2100-0000: 50 kW])
139,1,0.46179401993355484,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 25 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 25 kW])
139,2,0.46179401993355484,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 50 kW, 0900-1200: 25 kW, 1200-1500: 100 kW, 1500-1800: 75 kW, 1800-2100: 75 kW, 2100-0000: 25 kW])
140,1,0.46511627906976744,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 25 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
140,2,0.46511627906976744,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 75 kW, 0900-1200: 100 kW, 1200-1500: 25 kW, 1500-1800: 50 kW, 1800-2100: 75 kW, 2100-0000: 25 kW])
141,1,0.4684385382059801,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 25 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
141,2,0.4684385382059801,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 75 kW, 0300-0600: 100 kW, 0600-0900: 50 kW, 0900-1200: 100 kW, 1200-1500: 100 kW, 1500-1800: 50 kW, 1800-2100: 75 kW, 2100-0000: 100 kW])
142,1,0.4717607973421927,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 25 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
142,2,0.4717607973421927,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 75 kW, 0900-1200: 50 kW, 1200-1500: 75 kW, 1500-1800: 50 kW, 1800-2100: 100 kW, 2100-0000: 100 kW])
143,1,0.4750830564784053,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 25 kW, 0900-1200: 0 kW, 1200-1500: 25 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
143,2,0.4750830564784053,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 50 kW, 0900-1200: 75 kW, 1200-1500: 100 kW, 1500-1800: 50 kW, 1800-2100: 75 kW, 2100-0000: 100 kW])
144,1,0.47840531561461797,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 25 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 25 kW])
144,2,0.47840531561461797,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 100 kW, 0900-1200: 75 kW, 1200-1500: 50 kW, 1500-1800: 50 kW, 1800-2100: 75 kW, 2100-0000: 100 kW])
145,1,0.48172757475083056,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 25 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 25 kW])
145,2,0.48172757475083056,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 75 kW, 0900-1200: 50 kW, 1200-1500: 100 kW, 1500-1800: 100 kW, 1800-2100: 75 kW, 2100-0000: 50 kW])
146,1,0.4850498338870432,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 25 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 25 kW])
146,2,0.4850498338870432,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 75 kW, 0900-1200: 50 kW, 1200-1500: 50 kW, 1500-1800: 75 kW, 1800-2100: 100 kW, 2100-0000: 100 kW])
147,1,0.4883720930232558,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 50 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
147,2,0.4883720930232558,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 100 kW, 0900-1200: 50 kW, 1200-1500: 75 kW, 1500-1800: 50 kW, 1800-2100: 100 kW, 2100-0000: 75 kW])
148,1,0.49169435215946844,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 50 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
148,2,0.49169435215946844,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 50 kW, 0600-0900: 50 kW, 0900-1200: 100 kW, 1200-1500: 100 kW, 1500-1800: 75 kW, 1800-2100: 100 kW, 2100-0000: 75 kW])
149,1,0.4950166112956811,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 25 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
149,2,0.4950166112956811,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 100 kW, 0600-0900: 25 kW, 0900-1200: 100 kW, 1200-1500: 50 kW, 1500-1800: 75 kW, 1800-2100: 75 kW, 2100-0000: 25 kW])
150,1,0.4983388704318937,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 0 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 25 kW, 1200-1500: 0 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
150,2,0.4983388704318937,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-.Users.coke.Desktop.UPV.Cursos.Negociacion.Autom.tica.GABidding.bin.upv.es.bidding.GAOpponentModel_n_opponent_n-negotiator.boaframework.omstrategy.NTFTstrategy@5,(Offer  bid:Bid[0000-0300: 100 kW, 0300-0600: 75 kW, 0600-0900: 100 kW, 0900-1200: 100 kW, 1200-1500: 50 kW, 1500-1800: 50 kW, 1800-2100: 75 kW, 2100-0000: 100 kW])
151,1,0.5016611295681063,BoulwareNegotiationParty@4,(Offer  bid:Bid[0000-0300: 25 kW, 0300-0600: 0 kW, 0600-0900: 0 kW, 0900-1200: 0 kW, 1200-1500: 25 kW, 1500-1800: 0 kW, 1800-2100: 0 kW, 2100-0000: 0 kW])
